"venue_id","director_id","name","game_type","tournament_format","tournament_date","start_time","entry_fee","added_money","game_spot","race","table_size","equipment","number_of_tables","max_fargo","required_fargo_games","reports_to_fargo","open_tournament","calcutta","phone_number","description","timezone","side_pots","chip_ranges","thumbnail","is_recurring"
"252","47","2nd Annual Ty Sam Memorial - Men's Bracket","8 Ball","2026-04-11","11:30","50","","","8636979653","America/New_York","","TRUE","TRUE","7ft","FALSE","2nd Annual Ty Sam Memorial;  registration fee with  back to foundation; BCA 8-ball rules; Race 3/3; Double elimination; Men's bracket; Calcutta 10% back to foundation; Each player may buy themselves back for 1/2 price until first game starts; 50/50 raffle; Cue raffle; Registration 9-10AM; Calcutta 10AM; Open break 11:30AM; Pre-register: CashApp ; Contact Frank 863-697-9653; 413 SW Park St Okeechobee FL 34974",,,,,,,,,"false"
"252","47","2nd Annual Ty Sam Memorial - Women's Bracket","8 Ball","2026-04-11","11:30","50","","","8636979653","America/New_York","","TRUE","TRUE","7ft","FALSE","2nd Annual Ty Sam Memorial;  registration fee with  back to foundation; BCA 8-ball rules; Race 3/3; Double elimination; Women's bracket; Calcutta 10% back to foundation; Each player may buy themselves back for 1/2 price until first game starts; 50/50 raffle; Cue raffle; Registration 9-10AM; Calcutta 10AM; Open break 11:30AM; Pre-register: CashApp ; Contact Frank 863-697-9653; 413 SW Park St Okeechobee FL 34974",,,,,,,,,"false"
"195","47","400 & Under 9-Ball Tournament","9 Ball","double_elimination","2026-04-25","11:00","200","1000","","6/5","7ft","Diamond","","400","","FALSE","FALSE","TRUE","8177911722","$200 entry includes TD fee. $50 non-refundable deposit to lock in spot. 2-day event April 25 & 26. $1,000 added with 64 player cap. BCA rules. Alternate break. Race 6/5. Double elimination. 7ft Diamonds. Jump cues allowed. Rack your own. TD discretion on playing ability if not established. Online auction April 20-22. $100 side pot pays top 4. $50 side pot WTA. Doors open 10am, check-in 11am, player meeting 11:30am. Payment: Zelle/CashApp/Venmo/PayPal to Live Action Billiards. TD: Hollywood 817-791-1722.","America/Chicago","","","","false"
"253","47","450 Fargo & Under Friday Night","8 Ball","double_elimination","2026-03-20","00:00","20","","","","7ft","","","450","","FALSE","FALSE","FALSE","","$20 entry, 100% payout to players. Sign up via link in post. 450 Fargo & Under. BCA Rules. 8-Ball Front / 9-Ball Back. No Slop / No Snap. Wild 9 on the Back Side. Front Side: Race to 4, Back Side: Race to 3. Spot system: 1 game per 75 points, max 2 game spot.","America/Denver","","","","true"
"141","47","499 & Under 8-Ball Tournament","8 Ball","double_elimination","2026-03-21","11:00","70","200","","4/3","7ft","Diamond","","","499","200","FALSE","FALSE","TRUE","7579953799","$60 entry + $10 greens fee. $200 added with 30 players. Player auction at 11AM. True double elimination. Race to 4 winners / 3 losers. 499 Fargo hard cap. 200 robustness or director's approval. Rack your own. Alternate breaks. 8 on break does not count. No soft breaks. Call all shots. Modified ACS/BCA rules. Director reserves right to refuse entry. Signups 10AM, auction 11AM. To sign up text or message Jesse on Facebook 757-995-3799. Located at 4828 14th Street West, Bradenton FL 34207.","America/New_York","","","false"
"13","47","550 & Under 8-Ball Tournament","8 Ball","2026-03-28","13:00","40","","550","5172027482","America/New_York","","FALSE","FALSE","7ft","FALSE"," entry;  optional side pot; 550 & under Fargo; Double elimination; Race to 4/3; Sign up at noon; 1PM start; 1314 S Washington Ave Lansing MI 48910",,,,,,,,,"false"
"150","47","575 & Under Eight-Ball Singles","8 Ball","double_elimination","2026-04-25","10:00","80","","","","7ft","","","575","","FALSE","FALSE","FALSE","","$80 entry per player includes $10 towards greens fee. 2 optional side pots. Doors/registration 10 AM, matches start 11 AM. Race to 4 on front / race to 3 on back. Wood rack only. 1-game spot per 100 point difference, 2-game max spot. 1-game spot is a 4-3 race, 2-game spot is a 5-3 race, both sides. 575 & under Fargo cap. Robustness of 200 or above required unless approved by TD. Fargo rate locked at sign-up unless 10+ point fluctuation before event.","America/Denver","","","","false"
"195","47","599 & Under 9-Ball Tournament","9 Ball","double_elimination","2026-03-21","11:00","300","1000","","8/7","7ft","Diamond","","599","","FALSE","FALSE","TRUE","8177911722","$300 entry includes TD fee. $50 non-refundable deposit to lock in spot. 2-day event March 21 & 22. 599 Fargo and under cap. 64 player cap. $1,000 added with 64 players. BCA rules. Winner break. Race 8/7. Double elimination. Rack your own. Jump cues allowed. Played on 7ft Diamonds. 9-ball must be last ball made. TD discretion on playing ability if not established. Online auction March 16-18 (auction dates have passed; tournament upcoming March 21). $100 side pot pays top 4. $50 side pot WTA. Doors open 10am, check-in 11am, player meeting 11:30am. Payment: Zelle Live Action Billiards 817-791-1722, CashApp $LiveActionBilliards, Venmo @Live-Action-Billiards, PayPal @diazjl1975. TD: Hollywood 817-791-1722.","America/Chicago","","","","false"
"253","47","6 PM No Fargo Cap 9-Ball Tournament","9 Ball","double_elimination","2026-03-22","18:00","20","","","4/3","7ft","","","","","FALSE","TRUE","FALSE","","$20 entry. 100% payout to players. No Fargo cap. BCA rules. 9-Ball format. 50 point Fargo spot. Front side race to 4, back side race to 3. Runs every Sunday. Hosted by Runout Nation.","America/Denver","","","","true"
"195","47","600 & Above 10-Ball Tournament","10 Ball","double_elimination","2026-03-21","14:30","200","500","","9/7","9ft","Diamond","","","","FALSE","FALSE","TRUE","8177911722","$200 entry includes TD fee. $50 non-refundable deposit to lock in spot. 2-day event March 21 & 22. 600 Fargo and above only (minimum Fargo restriction - no max cap). 32 player cap. Robustness must be at 800 or more (no exceptions). $500 added with 32 players. BCA rules. Winner break. Race 9/7. Double elimination. Rack your own. Jump cues allowed. Played on 9ft Diamonds. Handicapped: 1 game spot for every 40 Fargo point difference, 3 max on winners side / 2 max on losers side. Online auction March 16-18 (auction dates have passed; tournament upcoming March 21). $100 side pot pays top 4. $50 side pot WTA. Doors open 10am, check-in 2:30pm, player meeting 3:00pm. Payment: Zelle Live Action Billiards 817-791-1722, CashApp $LiveActionBilliards, Venmo @Live-Action-Billiards, PayPal @diazjl1975. TD: Hollywood 817-791-1722.","America/Chicago","","","","false"
"238","47","650 & Under 8-Ball Tournament","8 Ball","double_elimination","2026-03-28","09:00","100","1000","","","","","","650","","FALSE","FALSE","TRUE","6016691119","$100 entry includes registration and green fee. $1,000 added with full field. 96 player max. 650 Fargo & Under. Ball in hand. Winner breaks. Rack your own. No 3 fouls. Cue ball fouls only. Jump cues allowed. Cannot win or lose on the break. 3 mystery bounty players. $100 last woman standing with 6+ ladies and full roster. Lottery ticket sale: 1 for $10, 6 for $50, 14 for $100 ? 3 lottery drawings, all opponents to lottery winners add a game. Calcutta 10AM. Sign up 8-9AM, players meeting 9-10AM. 2-day event March 28-29. Payment: Venmo Michael-Johnese, CashApp $DLJ2282. Contact: 601-669-1119. Located at 1071 I-55 W Frontage Road, Terry MS.","America/New_York","","","","false"
"234","47","8 Ball Scotch Doubles - 1150 & Under","8 Ball Scotch Doubles","2026-04-11","12:00","200","","1150","","America/Chicago","","FALSE","TRUE","7ft","FALSE","1150 & under; each player 300+ robustness; race to 5 winner/4 loser; alternate break; calcutta 12PM tournament after;  optional WTA side pot  min bid; doors open 11AM; Skull Smasher Billiards presents",,,,,,,,,"false"
"127","47","8-Ball Split Bracket Tournament","8 Ball","double_elimination","2026-05-02","20:00","150","2000","","","","","","","","TRUE","TRUE","FALSE","","$150 entry includes $25 green fee. $2,000 added with full field. 128 player cap. Fargo reported. Split bracket format: Championship Bracket and Challenger Bracket. Players meeting Friday May 1 at 8PM. Handicap by Fargo: 0-399 = 3+1, 400-474 = 3, 475-524 = 4, 525-574 = 5, 575-624 = 6+1, 625-649 = 6, 650-674 = 7, 675-699 = 8, 700-749 = 9, 760+ = 9-1. Must be 21+. Located at 2367 E Stop 11 Rd, Indianapolis. Organized by Whoosier Action Tournaments. Live stream by Rack''em Joe.","America/New_York","","","","false"
"263","47","8-Man One Pocket - 700 & Under","One Pocket","2026-03-28","","200","","700","","America/New_York","","FALSE","FALSE","7ft","FALSE","",,,,,,,,,"false"
"121","47","9 Ball - 499 & Under","9 Ball","2026-04-25","10:00","60","200","499","4076717797","America/New_York","","FALSE","FALSE","7ft","TRUE","499 & under (2-pt buffer); races 5/4 final to 7;  added by Cue Corner; Trick Shots adding  w/20 /  w/30+; doors 9AM; players meeting 10AM; limited 48 players; pre-paid  deposit due April 22",,,,,,,,,"false"
"121","47","9 Ball - 575 & Under","9 Ball","2026-04-04","10:00","65","100","575","4076717797","America/New_York","","FALSE","FALSE","7ft","TRUE","575 & under; races 6/5 final to 9; doors 9AM; players meeting 10AM; limited 48 players; pre-paid  deposit;  added w/20 players /  w/30+",,,,,,,,,"false"
"167","47","9 Ball Call 9 - 525 & Under","9 Ball","2026-03-21","12:00","150","","525","","America/Chicago","","FALSE","TRUE","7ft","FALSE","100% payout;  w/32 players  w/40 players; max 48 players; sign in 11AM; live auction 12PM; March 21-22",,,,,,,,,"false"
"121","47","9 Ball Scotch Doubles - 1150 & Under","9 Ball Scotch Doubles","2026-03-21","10:00","100","900","1150","4076717797","America/New_York","","FALSE","FALSE","7ft","FALSE","1150 & under scotch doubles (2-pt buffer); races 5/4 final to 8; limited 36 teams;  total added ( Trick Shots +  Elijah Craig +  Patron +  Cue Corner); pre-paid  deposit; doors 9AM",,,,,,,,,"false"
"179","47","9 Ball Scotch Doubles - 1150 & Under","9 Ball Scotch Doubles","2026-03-31","19:30","45","","1150","","America/Los_Angeles","","FALSE","FALSE","7ft","FALSE","16 team cap; 1150 Fargo/APA SL 13;  entry +  GF; single elimination; race to 4; alternate breaks; no 9 in bottom 2; pockets on break; no jump shots; no 3 foul; top 3 teams paid",,,,,,,,,"false"
"236","47","9 Ball Singles Tournament","9 Ball","2026-03-21","17:00","30","","","7695725475","America/Chicago","","TRUE","TRUE","7ft","FALSE","Winner breaks; rack your own; 2 in back; 9 no count on break spotted immediately; double elimination; drop one below handicap; bar matches 50% pot w/20+ players; handicap raffle 1/ 2/ 3/; both break & runs",,,,,,,,,"false"
"116","47","9-Ball Chip Tournament","9 Ball","double_elimination","2026-03-21","17:00","40","","","","7ft","","","","","FALSE","TRUE","FALSE","6306217619","$40 entry standard, ladies $15. 100% payout. Chip system: 300 & under = 10 chips, 301-350 = 9, 351-400 = 8, 401-450 = 7, 451-500 = 6, 501-550 = 5, 551-600 = 4, 601+ = 3. 32 player cap. No early 9. No slop. Call all shots. No jumping. Push allowed. $100 last lady standing with 6+ ladies and full roster of 32. Payout: 1st $500, 2nd $250, 3rd $125, 4th $75, 5th-6th $40 (with full roster). Located at 900 Hill Avenue, Aurora IL 60505. Ph: 630-621-7619.","America/Chicago","","","","false"
"122","47","9-Ball Open Tournament","9 Ball","2026-04-19","12:00","50","","","2293793060","America/New_York","","TRUE","TRUE","7ft","FALSE","Entry: Men  / Women ; Same-day entries  extra; No refunds after April 1st; Texas Express rules; No handicap; 3 foul rule; Jump cues allowed; Race to 4 winners / race to 3 losers; Final match race to 6; Calcutta starts 12PM; Tournament immediately after; Tables open 11AM for players; 2613 E Pinetree Blvd Thomasville GA",,,,,,,,,"false"
"139","47","9-Ball Singles Chip Tournament","9 Ball","double_elimination","2026-03-21","13:00","20","","","","7ft","","","","","FALSE","TRUE","FALSE","7204104419","$20 entry includes $5 green fee. Chip handicap system: 450 & Under = 8 chips, 451-500 = 7 chips, 501-550 = 6 chips, 551-600 = 5 chips, 601-650 = 4 chips, 651+ = 3 chips. Must have Fargo ready for TD. TD discretion of skill level if needed. 32 player max. No jumps. No 3-foul rule. No soft breaks. Sign-up 12 PM, start 1 PM. Contact: Collyce 720-410-4419. Organized by Queen Productions.","America/Denver","","","","false"
"107","47","9-Ball Singles Tournament","9 Ball","double_elimination","2026-03-28","12:00","40","","","","7ft","","","","","FALSE","TRUE","FALSE","","$40 entry standard. APA skill level 4 & under pay $25. Double elimination. Races based on 8-Ball APA skill level: SL7 = race to 7, SL6 = race to 6, SL5 = race to 5, SL4 & under = race to 4. Fargo 620+ players allowed but go to 8 games. Alternate break. Registration 11AM, players meeting noon. Located at 934 County Road 2100 East, Greenup IL.","America/Chicago","","","","false"
"232","47","9-Ball Split","9 Ball","2026-03-21","12:00","80","","","8329108209","America/Chicago","","TRUE","TRUE","7ft","FALSE",",000 added with 64 cap /  with 48+ /  with 32+ /  with 16+; Tiered entry:  by 3/15 (passed) /  standard /  day of; 64 player cap; Split bracket with handicap; Race chart: 0-449=4 / 450-549=5 / 550-599=6 / 600-649=7 / 650-699=8 / 700-749=9 / 750-799=10 / 800+=11; BCA rules; 9 on spot; Alt breaks; No 3 foul rule; Must call 9 ball; Doors open & check-in 12PM; Calcutta player auction 1PM; Play starts immediately after; Organizer: Cues of the Cross; 100 Cypresswood Spring TX; Contact 832-910-8209",,,,,,,,,"false"
"144","47","ARK Monday Night 9-Ball Tournament","9 Ball","2026-03-23","19:30","25","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE"," entry +  admin fee included =  total;  optional side pot; 7:30PM start; First come first serve; Player cap enforced; 8 tables; Organizer: ARK Tournaments; 4573 N University Dr Lauderhill FL 33351",,,,,,,,,"false"
"123","47","Battle on the Barbox - 9 Ball Split Bracket","9 Ball","2026-05-30","11:00","100","1500","","","America/Chicago","","FALSE","TRUE","7ft","TRUE","Fargo-rated split bracket; 2-day event May 30-31; 96 player max;  re-entry; flip or lag/winner break/RYO; 2 rotates behind 9; no 9 on break; cue ball fouls only; push after break; jump cues; doors 9AM; auction 11AM; prepay required",,,,,,,,,"false"
"258","47","Big Sam's Barbox Bash","9 Ball","2026-03-28","10:30","50","","","3345593029","America/Chicago","","FALSE","TRUE","7ft","FALSE"," entry includes  green fee; 32 player max (may expand to 48 if 10 on waitlist); 9-ball double elimination; Race to 7 both sides; Rack your own; 9 doesn't count on the break; Push and jump allowed; No 3 foul; Winner breaks; Doors open 9AM; Player auction 10:30AM; Tournament starts immediately after auction; Entry fee due by March 21; No refunds after March 25; Contact Sam Stoneback via Facebook or text 334-559-3029; 2102 Highway 169 Opelika AL",,,,,,,,,"false"
"214","47","Blind Draw Scotch Doubles 8-Ball","8 Ball Scotch Doubles","2026-03-21","19:00","20","","","","America/New_York","","TRUE","FALSE","7ft","FALSE","Blind draw; BCA rules; double elimination race to 3/3;  optional team side pot & last out; randomly drawn partners; 1 coach per game",,,,,,,,,"false"
"250","47","BYOP Scotch Doubles Tournament","9 Ball Scotch Doubles","double_elimination","2026-03-20","19:30","20","","2/2","7ft","","","","","1000","FALSE","FALSE","FALSE","9189407799","$10 per player / $20 per team. Split quarters. Alternate break. Money added. 1000 & under combined Fargo cap. Races TBD on field, 2/2 minimum. Bring your own partner. Sign ups 6:30PM, play 7:30PM. Every Friday. Located at 1601 S Main St, Broken Arrow OK.","America/Chicago","","","","true"
"226","47","Cashin' Out Open 1 Pocket Tournament","One Pocket","2026-03-21","13:00","100","","","","America/New_York","","FALSE","FALSE","9ft","FALSE"," entry includes  green fee; Cash on-site only; 32 player max; Diamond 9ft tables; Double elimination; Race to 2 both sides; Lag for break; Alternate break; Cue ball fouls only; 3 foul rule must notify opponent when on 2; Ball count -5 = loss of game; Breaker re-racks if scores in own pocket on break; Negatives cancel each other out until one player reaches 0; Digital Pool live scoring; Doors open 12PM; Players meeting 1PM; Play ASAP; Must pre-register via Google Form on Facebook; Contact Cash Out Productions via Facebook; Organizer: Cash Out Productions; 28410 Joy Rd Livonia MI 48150",,,,,,,,,"false"
"256","47","Friday 8-Ball Tournament","8 Ball","2026-03-20","19:00","10","","","6628096141","America/Chicago","weekly","FALSE","TRUE","9ft","FALSE","Double elimination; race to 3; max 32 players; bounty pot; 8 on break pot; 9ft Brunswick table; auction at 7PM",,,,,,,,,"false"
"148","47","Friday 8-Ball Tournament","8 Ball","2026-03-20","19:30","10","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE"," entry; Race 3/2; Modified APA rules; Break & Run pot; 8 on the break gets a shot of your choice; Sign up 7:30PM; TD: Chris Jata",,,,,,,,,"false"
"228","47","Friday 9-Ball Tournament","9 Ball","2026-03-20","20:00","10","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE"," optional side pot; Fargo handicap: 525-650 race to 4 / 350-524 race to 3 / 349 under race to 2; 14 W Main St West Jefferson OH 43162",,,,,,,,,"false"
"269","47","Friday Night 8-Ball","8 Ball","2026-03-20","19:00","15","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","APA rules; double elimination; race 2/2; sign-ups 5PM",,,,,,,,,"false"
"276","47","Friday Night 8-Ball - 699 & Under","8 Ball","2026-03-20","19:00","20","","699","4195641200","America/New_York","weekly","FALSE","FALSE","7ft","FALSE","699 & under; BCA rules; race 3/2; 10-ball Break & Run; 7ft Diamond tables",,,,,,,,,"false"
"267","47","Friday Night 8-Ball - Players Choice","8 Ball","2026-03-20","19:30","25","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","Players choice 8 or 9 ball; lag winner chooses game or break; if lag winner chooses game other player breaks; winner breaks; loser racks; double elimination; races to 4/3; Lone Wolf Pool Network",,,,,,,,,"false"
"155","47","Friday Night 8-Ball Tournament","8 Ball","double_elimination","2026-03-20","19:30","20","","3/2","7ft","","","","","FALSE","TRUE","FALSE","3039368513","$20 entry, green fee included. Bar adds money (amount not specified). Double elimination. Race to 3 on front, race to 2 on back. Modified BCA. No handicap. Sign up 6:30PM, start 7:30PM. Every Friday. Located at 6501 W Mississippi Ave, Lakewood CO 80226. Ph: 303-936-8513.","America/Denver","","","","weekly","false"
"134","47","Friday Night 9-Ball Handicapped Tournament","9 Ball","double_elimination","2026-03-20","19:30","30","","","","7ft","","","","","TRUE","TRUE","FALSE","","$30 entry includes green fee. Optional $10 last entry standing side pot. Fargo reported. Double elimination. Winners side handicapped. Loser side races to 3. Alternate break. Rack your own. No slow play or 3 foul. Push outs allowed. 9 on snap gets spotted. No jump cues or extreme masse. Every 50 Fargo point difference = 1 game spot, max 3. 48 player max. Practice 6:30PM, check in by 7:15PM, play starts 7:30PM sharp. Every Friday. Message David Baggot on Facebook or YouTube @Cut Kings Billiards. Located at Q Pub and Grill, 2145 63rd St, Downers Grove IL 60516.","America/Chicago","","","","true"
"258","47","Friday Night 9-Ball Tournament","9 Ball","2026-03-20","20:00","20","","","","America/Chicago","weekly","TRUE","TRUE","7ft","FALSE"," entry; Race to 5 winners side / race to 3 losers side; Double elimination; 9 ball counts on the break; Push and jump allowed; Payout 3 places with 12+ players; Payout best female with 4+ players; Player auction with 15+ players; Optional  WTA side pot; Signups 7PM; Tournament starts 8PM; 2102 Highway 169 Opelika AL",,,,,,,,,"false"
"191","47","Friday Night Loss Tournament","9 Ball","double_elimination","2026-03-20","19:00","25","","1","7ft","","","","","FALSE","TRUE","FALSE","","$25 entry includes green fee. Optional $10 extra loss buy (can only buy once). Loss tournament format ? winner stays up, race to 1, incoming player breaks. Weekly break n run pot. Sign up 6PM, starts 7PM. Every Friday. Organized by Josh and Alicia Ball. Located at 100 McMillan Drive, Spartanburg SC 29303.","America/New_York","","","","weekly","false"
"191","47","Friday Night Loss Tournament - 9 Ball","9 Ball","2026-03-20","19:00","25","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","Loss tournament; race to 1; winner stays up; incoming player breaks; buy 1 extra loss  optional; weekly Break N Run",,,,,,,,,"false"
"141","47","Friday Night Open Handicapped 9-Ball Tournament","9 Ball","double_elimination","2026-03-20","19:30","20","","","","7ft","Diamond","","","","","FALSE","TRUE","FALSE","7579953799","$20 entry. 10-Ball break and run side pot. 7ft Diamonds. Rack your own. 2 behind the 9. Alternate breaks. 9 on break does not count. 3 foul rule. No soft breaks. Magic rack. Handicap races: A = race to 4, B = race to 3, C = race to 2. Rankings at TD discretion. Signups 6:45PM, play starts 7:30PM. Every Friday. To sign up text or message Jesse on Facebook 757-995-3799. Located at 4828 14th Street West, Bradenton FL 34207.","America/New_York","","","false"
"261","47","Friday Open 9-Ball","9 Ball","2026-03-20","19:30","20","","","9137805740","America/Chicago","weekly","TRUE","FALSE","7ft","TRUE","Fargo rated all matches reported; added money tiered  w/16  w/24  w/32;  optional side pot; Break N Run bonus extra tickets /ea; handicap race; double elimination; rack your own; alternate break; push after break; 3 foul rule; jump cues allowed; base race to 5 one game per 50 pt difference",,,,,,,,,"false"
"154","47","Friday Pool Tournament - 2 PM","8 Ball","double_elimination","2026-03-20","14:00","20","","","","7ft","","","","","FALSE","TRUE","FALSE","7209092215","$20 entry. 8-Ball winner bracket / 9-Ball loser bracket format. Pharaoh's handicap system based on ability, Fargo, and APA ratings. After 11 PM: sudden death race 2/2. Weekly Friday event. Special event March 31: Rodney Morris & Corey Deuel ? be Corey's partner in scotch doubles, text to sign up. Text to sign up: 720-909-2215.","America/Denver","","","","true"
"154","47","Friday Pool Tournament - 7 PM","8 Ball","double_elimination","2026-03-20","19:00","20","","","","7ft","","","","","FALSE","TRUE","FALSE","7209092215","$20 entry. 8-Ball winner bracket / 9-Ball loser bracket format. Pharaoh's handicap system based on ability, Fargo, and APA ratings. After 11 PM: sudden death race 2/2. Weekly Friday event. Special event March 31: Rodney Morris & Corey Deuel ? be Corey's partner in scotch doubles, text to sign up. Text to sign up: 720-909-2215.","America/Denver","","","","true"
"175","47","Handicapped 9-Ball Tournament","9 Ball","double_elimination","2026-03-22","15:00","25","","","","7ft","","","","","TRUE","TRUE","TRUE","","$25 entry, $5 admin fee included. $10 optional side pot. Calcutta if 12+ players. A side worst race 5/3, B side worst race 4/3. 1 game spot per 50 point Fargo difference. Winner break. Fargo reported. Sign in 2PM, start 3PM. Located at 6531 Watauga Rd, Watauga TX 76148. Organized by Rack It and Stack It.","America/Chicago","","","","true"
