"venue_id","director_id","name","game_type","tournament_format","tournament_date","start_time","entry_fee","added_money","game_spot","race","table_size","equipment","number_of_tables","max_fargo","required_fargo_games","reports_to_fargo","open_tournament","calcutta","phone_number","description","timezone","side_pots","chip_ranges","thumbnail","is_recurring"
"","47","8 Ball - 550 & Under","8 Ball","2026-06-19","","140","","550","","America/Chicago","","FALSE","TRUE","7ft","FALSE","June 19-21; limited to first 64 paid entries; race to 5/4; alternate break; RYO; BCA rules; money added; auction starts Friday night 7PM; Wichita Falls TX",,,,,,,,,"false"
"","47","8 Ball Monday Night - 600 & Under","8 Ball","2026-03-23","19:00","15","","600","9184370077","America/Chicago","weekly","FALSE","FALSE","7ft","FALSE","BCA Fargo 600 & under; 2/1 race; capped at 20 players; payouts 1st & 2nd; BCA rules; bar adds $ to pot;  buy-in +  GF; 1111 S 124th E Ave Tulsa OK 74128",,,,,,,,,"false"
"","47","8 Ball Tournament","8 Ball","2026-04-18","13:00","40","","","","America/Los_Angeles","","TRUE","FALSE","7ft","FALSE","1st  / 2nd  / 3rd  / 4th ; sign-ups 11:30-12:30; 750 Story Rd San Jose CA 95122",,,,,,,,,"false"
"","47","8-Ball Open","8 Ball","double_elimination","2026-03-28","15:00","125","","6","","","","26","","","FALSE","TRUE","TRUE","","$125 entry + $10 non-refundable deposit to secure spot. $100 added per every 10 players. Calcutta at 3PM. 8-Ball BCA rules. Race to 6. No handicap. Max 26 players. Sign up 2PM, calcutta 3PM. Pre-register with Shauna Slaybaugh (CashApp QR on flyer). Located at 1010 S 31st St, Temple TX 76504.","America/Chicago","","","","false"
"","47","8-Ball Tournament","8 Ball","2026-03-21","12:00","25","","","5172820903","America/New_York","","FALSE","FALSE","7ft","FALSE"," entry includes GF;  optional side pot; Max 18 players; Double elimination; BCA rules; Fargo-based races: 450 & under=R2 / 451-500=R3 / 501-550=R4 / 551-600=R5 / 601+=R6; Min 200 robustness; Unestablished: men assigned 550 / women assigned 450; Contact Sharon Norton-White 517-282-0903; Classic Handicap League affiliate; 4 South Monroe Street Coldwater MI 49036",,,,,,,,,"false"
"","47","8-Ball Tournament","8 Ball","double_elimination","2026-03-21","19:00","25","","3/3","7ft","","","","","FALSE","TRUE","FALSE","","$25 entry. Race 3/3. Alternate breaks. 50 point Fargo handicap, max 2 games given. Bar open at 6PM for practice. Tournament starts 7PM. Located at 8924 W Schlinger, West Allis WI 53214.","America/Chicago","","","","","false"
"","47","8-Ball Tournament","8 Ball","double-elimination","2026-03-28","14:00","25","","","","7ft","","","","","FALSE","TRUE","FALSE","5747075429","$25 entry includes $5 green fee. Double elimination. Races based on player count: 16 or less = race to 2/2, 17-24 = race to 2/1, 25+ = race to 1/1. 32 player cap. Must be 21+. Open to public. Sign-in 1PM, tournament starts 2PM. Contact Curtis A. 574-707-5429. Located at 225 S Main St, Mishawaka IN 46544.","America/New_York","","","","false"
"","47","9 Ball - 599 & Under","9 Ball","2026-03-21","13:00","60","","599","4795979464","America/Chicago","","FALSE","FALSE","7ft","FALSE"," optional side pot; race to rating chart: 0-399=4 400-449=5 450-499=6 500-549=7 550-599=8; +50 pts if unestablished; alternate break lag for break; 3 foul rule; BCA rules; jump cues allowed; 612 W Center St Greenwood AR 72936",,,,,,,,,"false"
"","47","9 Ball Extravaganza - 450 & Under","9 Ball","double_elimination","2026-04-25","10:00","75","1000","","5","7ft","Diamond","","450","300","FALSE","FALSE","FALSE","5044815261","$75 early bird entry (after April 17: $125). $1,000 added based on 64 players. Race to 5. 7ft Diamonds. 450 Fargo and under. Modified BCA rules. Alternate breaks. No 3 foul rule. No nine on the break. Nine spots after inning is over. 300 minimum robustness preferred. Only paid spots held. 3-day event April 24-26. Contact Jeremy 504-481-5261. Located at 5015 Bloomfield St, New Orleans LA 70121.","America/Chicago","","","","false"
"","47","9 Ball Extravaganza - 550 & Under","9 Ball","double_elimination","2026-04-25","10:00","75","1000","","5","7ft","Diamond","","550","300","FALSE","FALSE","FALSE","5044815261","$75 early bird entry (after April 17: $125). $1,000 added based on 64 players. Race to 5. 7ft Diamonds. 550 Fargo and under. Modified BCA rules. Alternate breaks. No 3 foul rule. No nine on the break. Nine spots after inning is over. 300 minimum robustness preferred. Only paid spots held. 3-day event April 24-26. Contact Jeremy 504-481-5261. Located at 5015 Bloomfield St, New Orleans LA 70121.","America/Chicago","","","","false"
"","47","9 Ball Extravaganza - 650 & Under","9 Ball","double_elimination","2026-04-24","20:00","75","1000","","7","7ft","Diamond","","650","300","FALSE","FALSE","TRUE","5044815261","$75 early bird entry (after April 17: $125). $1,000 added based on 64 players. Race to 7. 7ft Diamonds. 650 Fargo and under. Modified BCA rules. Alternate breaks. No 3 foul rule. No nine on the break. Nine spots after inning is over. 300 minimum robustness preferred. Only paid spots held. Calcutta starts Friday 8PM. 3-day event April 24-26. Contact Jeremy 504-481-5261. Located at 5015 Bloomfield St, New Orleans LA 70121.","America/Chicago","","","","false"
"","47","9 Ball Extravaganza - Open 9 Ball","9 Ball","double_elimination","2026-04-24","20:00","75","1000","","7","9ft","Diamond","","","300","FALSE","TRUE","TRUE","5044815261","$75 early bird entry (after April 17: $125). $1,000 added based on 64 players. Race to 7. 9ft Diamonds. Open division ? no Fargo cap. Modified BCA rules. Alternate breaks. No 3 foul rule. No nine on the break. Nine spots after inning is over. 300 minimum robustness preferred. Only paid spots held. Calcutta starts Friday 8PM. 3-day event April 24-26. Contact Jeremy 504-481-5261. Located at 5015 Bloomfield St, New Orleans LA 70121.","America/Chicago","","","","false"
"","47","9 Ball High Roller - 525 & Under","9 Ball","double-elimination","2026-06-20","00:00","","500","","9","7ft","Diamond","","525","500","FALSE","FALSE","FALSE","7634862887","$500 entry. 525 & Under Fargo cap. 24 player max. Race to 9 both sides. Double elimination. Finals single race to 15. 3 foul rule. No 9 on break. 7ft Diamond tables. Alternate breaks. No Magic Racks. 500 game robustness required or TD discretion. Fargo locks at entry. Side pots: $100/$50/$50. Must be paid in full to enter ? Venmo or cash. Tournament runs all day Saturday. Sign up: call Billy 763-486-2887. Located at 8525 Cottonwood St NW, Coon Rapids MN 55433. Downtown Mark Brown Annual Tournament.","America/Chicago","","","","false"
"","47","9 Ball High Roller - 575 & Under","9 Ball","double-elimination","2026-06-20","00:00","","500","","9","7ft","Diamond","","575","500","FALSE","FALSE","FALSE","7634862887","$500 entry. 575 & Under Fargo cap. 24 player max. Race to 9 both sides. Double elimination. Finals single race to 15. 3 foul rule. No 9 on break. 7ft Diamond tables. Alternate breaks. No Magic Racks. 500 game robustness required or TD discretion. Fargo locks at entry. Side pots: $100/$50/$50. Must be paid in full to enter ? Venmo or cash. Tournament runs all day Saturday. Sign up: call Billy 763-486-2887. Located at 8525 Cottonwood St NW, Coon Rapids MN 55433. Downtown Mark Brown Annual Tournament.","America/Chicago","","","","false"
"","47","9 Ball Shootout","9 Ball","2026-04-17","19:00","240","2500","","5734806707","America/Chicago","","TRUE","TRUE","7ft","FALSE","Entry  ( +  green fee); ,500 added money; Player Auction Friday @ 7PM 1st round to follow; Play resumes Saturday 10AM; Finals Sunday April 19; Race to 11 winners side / race to 9 losers side; 10 tables 7ft Diamond Blue Labels; Winner break; Rack your own; 2 ball in back; 9 doesn't count on break; 9 spots after 1st shot; 1 game spot every 40 Fargo points; Worst race 11-4/9-4; Food & drink specials all weekend; 1417 Missouri Blvd Jefferson City MO 65109",,,,,,,,,"false"
"","47","9 Ball Tournament","9 Ball","2026-03-21","12:00","70","","","9413691635","America/New_York","","FALSE","TRUE","7ft","FALSE","6/5 race; 32 player field; players auction 11AM; 50/50 raffle; 10% to charity Colorectal Cancer Alliance; 2252 S Tamiami Trail Venice FL 34293",,,,,,,,,"false"
"","47","950 & Under Scotch Doubles 9-Ball Tournament","9 Ball Scotch Doubles","double_elimination","2026-03-28","10:00","125","250","","6/5","7ft","","","950","200","FALSE","FALSE","FALSE","5035452598","$125 buy-in includes admin fee and green fee. $250 added with full field. $15 top 4 side pot. $10 WTA side pot. 950 & under combined team Fargo cap (scotch doubles). 9-Ball. Race to 6/5. 32 team max. RYO. Alternating break. Template rack. Modified BCA rules. No golden break. Min 200 robustness, exceptions at TD discretion. Check-in by 9:45AM, start 10AM. Tables 1 & 6 streaming on Evosports. Sign up: FB message or text JD Cantu 503-545-2598 or Stephanie Cantu 503-936-4836. Located at 1003 7th St, Oregon City OR.","America/Los_Angeles","","","","false"
"","47","9-Ball Singles Chip Tournament","9 Ball","double_elimination","2026-03-27","20:00","45","","","","7ft","","","","","FALSE","TRUE","FALSE","","$40 entry, $5 green fee included. $100 added per every 10 players. $20 WTA side pot. 1 do-or-die chip for $5, can only buy once. Chip handicap system: 400 & under = 8 chips, 401-450 = 7 chips, 451-500 = 6 chips, 501-550 = 5 chips, 551-600 = 4 chips, 601-650 = 3 chips. 9-Ball pro rules. Winner stays on table, opponent breaks. TD has final say on ranking placement. Signup 7PM, play 8PM. Message Shauna Slaybaugh to sign up. Located at 1010 S 31st, Temple TX 76502.","America/Chicago","","","","false"
"","47","9-Ball Tournament","9 Ball","2026-03-28","12:00","80","1000","","","America/New_York","","TRUE","TRUE","7ft","FALSE"," added; Auction at Noon; Race to 7; Winner Breaks; Rack Your Own; 3 Foul-Push-Jump; 9 Does Not Count in Bottom 2",,,,,,,,,"false"
"","47","ABL Inaugural Open","8 Ball","2026-04-04","12:00","20","20","","","America/Los_Angeles","","TRUE","FALSE","7ft","FALSE"," added by ABL;  advertised prize pool; 100% entry back to players; double elimination; race to 4W/3L; ABL handicap; Fargo/APA/BCA friendly; 8492 Gravenstein Hwy Suite J Cotati CA 94931",,,,,,,,,"false"
"","47","Bank 9-Ball Tournament","9 Ball","double_elimination","2026-04-25","13:00","50","300","","3","7ft","","","","","FALSE","TRUE","FALSE","6366973229","$50 entry includes green fee. $300+ added if 32 players reached. Race to 3. Sign-up noon, starts 1PM. Contact: Brent Ramsour 636-697-3229. Sponsored by Keep Dry Roofing LLC and SK Cues & Repair. Located in Troy MO.","America/Chicago","","","","false"
"","47","Battle-It-Out 1 Pocket Open","One Pocket","double_elimination","2026-03-21","12:00","55","","2/1","9ft","Diamond","","","","FALSE","TRUE","TRUE","9728391585","$50 entry + $5 admin and green fees. Online & live auction (calcutta). 32 player cap. Race to 2W/1L. Alternate break. Played on 9ft Diamonds. Prepay to guarantee your spot. Will play on second day (March 22) if not finished on first. Doors open 11AM, check in by noon. TD: Nathan Battle Sr. Payment: Zelle 972-839-1585, CashApp $BattleItOut1Pocket, Venmo Nathan-Battle-12. Located at 2302 Hwy 121 #160, Lewisville TX 75067. Ph: 469-702-2208. Website: stixxandstones.club","America/Chicago","","","","","false"
"","47","Big Dog 1350 & Under 10-Ball Scotch Doubles","10 Ball Scotch Doubles","2026-03-28","11:00","220","","1350","","America/New_York","","FALSE","FALSE","7ft","FALSE"," entry includes  greens; 1350 & under combined Fargo; Race to 6/5; Fargo 100+ diff = A side 6-5 / B side 6-5; Alternate every shot; BCA rules; Alt break; Rack your own; Double-dip finals; Played on 18 7ft Diamond tables; Doors 10AM; Meeting 11AM; Play immediately after; Send screenshot of both players Fargo to Rich Williams on FB Messenger to get approved; 3520 E Mall Drive Grand Rapids MI 49546",,,,,,,,,"false"
"","47","Buckeye Ladies 8-Ball -  Added","8 Ball","2026-03-28","12:00","50","500","","","America/New_York","","FALSE","TRUE","7ft","FALSE","Buckeye Ladies Points Tour; race to 4 winner/3 one-loss; alternate break; 64 player limit; doors 11AM; calcutta 12PM; 17 & under play free; 2429 Co Rd 200 Belle Center OH 43310",,,,,,,,,"false"
"","47","Cashin' Out Open 1 Pocket Tournament","One Pocket","2026-03-21","13:00","100","","","","America/New_York","","FALSE","FALSE","9ft","FALSE"," entry includes  green fee; Cash on-site only; 32 player max; Diamond 9ft tables; Double elimination; Race to 2 both sides; Lag for break; Alternate break; Cue ball fouls only; 3 foul rule must notify opponent when on 2; Ball count -5 = loss of game; Breaker re-racks if scores in own pocket on break; Negatives cancel each other out until one player reaches 0; Digital Pool live scoring; Doors open 12PM; Players meeting 1PM; Play ASAP; Must pre-register via Google Form on Facebook; Contact Cash Out Productions via Facebook; Organizer: Cash Out Productions; 28410 Joy Rd Livonia MI 48150",,,,,,,,,"false"
"","47","Cue It Up Wisconsin Billiards Tour - Open 10-Ball","10 Ball","double_elimination","2026-03-21","10:30","40","","5/4","7ft","","","","","FALSE","TRUE","TRUE","","Tiered entry: 625+ = $60, 574-624 = $50, 573 & under = $40 (listed as minimum). Entry includes $10 green fee + $10 TD/EOY fee. Payout breakdown: $60 entry = $40 to payout, $50 = $30, $40 = $20. 32 player max. Race to 5W/4L. Auction at 10:30AM. Doors open 9AM. All players welcome ? no Fargo no problem, new players start as Advanced, non-established vetted for ability. No address on flyer ? Wisconsin Billiards Tour event.","America/Chicago","","","","","false"
"","47","Cue It Up Wisconsin Billiards Tour - Open 9-Ball","9 Ball","double_elimination","2026-04-18","11:00","40","","5/5","7ft","","","","","FALSE","TRUE","TRUE","","Tiered entry: 625+ = $60, 574-624 = $50, 573 & under = $40 (listed as minimum). Entry includes $10 green fee + $10 TD/EOY fee. Payout breakdown: $60 entry = $40 to payout, $50 = $30, $40 = $20. 32 player max. Race to 5W/5L. Auction at 11AM. Doors open 10AM. All players welcome ? no Fargo no problem, new players start as Advanced, non-established vetted for ability. Located at 232 Market St, Nekoosa WI.","America/Chicago","","","","","false"
"","47","Daytime 9-Ball - Friday","9 Ball","2026-03-20","14:30","25","","","","America/Chicago","weekly","TRUE","FALSE","7ft","TRUE","Fargo reported optional;  optional side pot; 21 and up;  admin fee included; 2800 Forestwood Dr #148 Arlington TX",,,,,,,,,"false"
"","47","Daytime 9-Ball - Thursday","9 Ball","2026-03-26","14:30","25","","","","America/Chicago","weekly","TRUE","FALSE","7ft","TRUE","Fargo reported optional;  optional side pot; 21 and up;  admin fee included; 2800 Forestwood Dr #148 Arlington TX",,,,,,,,,"false"
"","47","DC Memorial Open 9 Ball Tournament","9 Ball","double-elimination","2026-03-28","12:00","50","1000","","6/5","7ft","","","","","FALSE","TRUE","FALSE","6205449410","$50 entry includes $10 green fee. $1,000 added with full field of 64. Double elimination, BCA rules, race 6/5. 9 ball on break does not count in racking corners. 2 ball in the back. No 3-foul rule. Sign-in 11:00 AM CST, player's meeting 12:00 PM CST, play begins immediately after meeting. Event may go into Sunday March 29. 64 player cap. Contact: Nick Young 620-544-9410.","America/Chicago","","","","false"
"","47","Friday 8-Ball Chip Tournament","8 Ball","2026-03-20","19:00","20","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","8-ball chip tournament; Fargo-based chip start: 600+= 3 chips / 535-599=4 chips / 470-534=5 chips / 401-469=6 chips / under 400=7 chips; Unknown/unestablished players start with 4 chips; Friday 7PM; 401 Outlet Center Dr Suite 165 Georgetown KY 40324",,,,,,,,,"false"
"","47","Friday 8-Ball Chip Tournament","8 Ball","double_elimination","2026-03-20","19:30","25","","","","7ft","","","","","FALSE","TRUE","FALSE","6364649070","$20 buy-in + $5 green fee, 100% payout. Optional $10 side pot. Chip tournament format. Tournament tables only. Sign up 7PM, start 7:30PM. Every Friday. Located at Kenny's Bar N Grill. Phone: 636-464-9070.","America/Chicago","","","","true"
"","47","Friday 8-Ball Tournament","8 Ball","2026-03-20","19:00","25","","","4404066135","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","Double elimination; TAP rules modified; handicap race;  optional side pot; rules explained at 7PM",,,,,,,,,"false"
"","47","Friday 9-Ball Tournament","9 Ball","2026-03-20","19:00","35","","","4404066135","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","TAP rules modified; double modified elimination; race to handicap;  optional side pot; 6887 W 130th St Parma Heights OH",,,,,,,,,"false"
"","47","Friday 9-Ball Tournament","9 Ball","2026-03-20","19:30","20","","","","America/New_York","weekly","TRUE","FALSE","7ft","FALSE","Break & Run; 1938 US RT 322 Orwell OH 44076",,,,,,,,,"false"
"","47","Friday Handicap 9-Ball","9 Ball","2026-03-20","19:30","30","","","","America/Chicago","weekly","TRUE","FALSE","7ft","TRUE","R4 Fargo Hot Column handicap; race 4W/3L; double elimination; jump cues allowed; no 9 on break; no 3 foul rule; break pot /ball; practice starts 6PM; 772 W Main St Suite 01 Lake Geneva WI 53147",,,,,,,,,"false"
"","47","Friday Night 8-Ball","8 Ball","2026-03-20","20:00","5","","","","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","1st 2nd 3rd place prizes; sign-up starts 7PM; 1140 SE 44th St OKC OK 73129",,,,,,,,,"false"
"","47","Friday Night 9-Ball","9 Ball","2026-03-20","20:00","21","","","6824650934","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE"," men /  women entry; 3/3 races; ladies receive game on wire; 9 on break spots; no 3 foul rule; pays last lady standing w/3+; break and run pot; 630+ Fargo goes to extra game; all races TD discretion; practice tables 7PM; DFW TX area",,,,,,,,,"false"
"","47","Friday Night 9-Ball Tournament","9 Ball","2026-03-20","20:00","10","","","","America/Chicago","weekly","TRUE","FALSE","7ft","FALSE","Ladies play free; Double elimination; Race 3/3; 9 on the break doesn't count; 3 foul rule; 7ft Diamond tables; 8PM start; Tournament at Bogies East location; 3040 FM 1960 Rd Ste 101 Houston TX 77073",,,,,,,,,"false"
"","47","Friday Night 9-Ball Tournament","9 Ball","double_elimination","2026-03-20","20:00","21","","","","7ft","","","","","FALSE","TRUE","FALSE","6824650934","$21 entry for men, $11 entry for women. Race 3/3. Ladies receive a game on the wire. 9 on break spots. No 3 foul rule. 630 Fargo and up goes to an extra game. All races up to TD discretion. Pays last lady standing with 3 or more. Break and run pot. Practice tables 7PM, tournament starts 8PM. TD: Brooklyn 682-4650934.","America/Chicago","","","","true"
"","47","Friday Scotch Doubles 9-Ball Chip Tournament","9 Ball Scotch Doubles","2026-03-20","20:00","5","","","7022834243","America/Los_Angeles","weekly","TRUE","FALSE","7ft","FALSE","9-ball scotch doubles chip tournament; /team entry includes 1 chip; Side pots per team:  top 3 /  WTA; 7ft Diamonds; Free practice 7PM; Start 8PM; King-of-hill chip format; 3650 S Decatur Blvd Las Vegas NV 89103",,,,,,,,,"false"
"","47","Gateway Open 9 Ball Tournament Series","9 Ball","2026-03-21","11:00","125","","","","America/Chicago","","FALSE","TRUE","7ft","FALSE","Entry  total:  tournament +  G/A fee +  holdback for final December event; Limited to first 64 players paid; Must pay by 10AM Saturday no exceptions; Calcutta starts 11AM play starts immediately after; Split bracket: 1/2 high Fargo / 1/2 low Fargo condense at final 4; BCAPL rules; Winner breaks; Races use R5 R7 R9 charts; 350 Fargo and under play as 350; 200 games minimum robustness required to sign up; Fargo ratings subject to change at TD discretion; 7045 US-61 Barnhart MO 63012",,,,,,,,,"false"
"","47","Gateway Open 9-Ball Tournament Series","9 Ball","double_elimination","2026-03-21","11:00","125","","","","7ft","","","","","FALSE","TRUE","TRUE","6364649070","$125 entry: $80 tournament + $20 green/admin fee + $25 holdback for final December event. 64 player cap ? limited to first 64 paid. Split bracket: 1/2 high Fargo / 1/2 low Fargo, condense at final 4. Calcutta starts 11AM Saturday, play starts immediately after. Must pay by 10AM Saturday ? no exceptions. BCAPL rules. Winner breaks. Races use R5/R7/R9 charts. 350 Fargo floor (350 and under play as 350). 200 games minimum robustness required to sign up. Fargo ratings subject to change at TD discretion. 2-day event March 21-22. Located at 7045 US-61, Barnhart MO 63012.","America/Chicago","","","","false"
